obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,precip,soil_type,ox_ult,pH,sand_perc,bnf_input,treat_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,sample_cm,N_in_kg,NO3_kg_seas,NO3_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,irrig_1_0,irrig_in,tropical,org_Nfix_in,split_app,crop,crop_type,pct_sand_0.15m_ISRIC,pct_sand_combined,MAP_mm_global,MAP_mm_combined,water_input_mm
618,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1802,,,,,,,,,,,,,,90,0,18.7,18.7,,,,365,,,0,,,Winter wheat,,,,,,
619,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Amosse et al. (2014),,,,"South east France, FR",44.61666667,4.816666667,1147,,,,,,,,,,,,,,90,0,18.7,18.7,,,,365,,,0,,,Winter wheat,,,,,,
620,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Aronsson et al. (2015),,,,"South-west Sweden, SE",56.58333333,12.93333333,803,,,,,,,,,,,,,,90,90,18.1,18.1,,,,365,,,0,,,Spring barley,,,,,,
621,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Askegaard and Eriksen (2008),,,,"Jyndevad, DK",54.9,9.116666667,859,,,,,,,,,,,,,,100,70,98,98,,,,365,,,0,,,Spring barley,,,,,,
622,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Askegaard and Eriksen (2008),,,,"Jyndevad, DK",54.9,9.116666667,859,,,,,,,,,,,,,,100,0,98,98,,,,365,,,0,,,Spring barley,,,,,,
623,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Bergström and Jokela (2001),,,,"Mellby, SE",56.755974,16.267599,951,,,,,,,,,,,,,,90,100,29.9,29.9,,,,365,,,0,,,Spring barley,,,,,,
624,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Boigneville, FR",48.31666667,2.383333333,604,,,,,,,,,,,,,,90,103,30.9,30.9,,,,365,,,0,,,Winter wheat,,,,,,
625,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Boigneville, FR",48.31666667,2.383333333,604,,,,,,,,,,,,,,90,103,22.4,22.4,,,,365,,,0,,,Winter wheat,,,,,,
626,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Kerlavic, FR",48.05,-4.066666667,1213,,,,,,,,,,,,,,90,125,75.7,75.7,,,,365,,,0,,,Winter wheat,,,,,,
627,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,84,33.1,33.1,,,,365,,,0,,,Winter wheat,,,,,,
628,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,123,30.9,30.9,,,,365,,,0,,,Winter wheat,,,,,,
629,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Constantin et al. (2010),,,,"Thibie, FR",48.93333333,4.233333333,605,,,,,,,,,,,,,,90,123,38.4,38.4,,,,365,,,0,,,Winter wheat,,,,,,
630,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Engstrom et al. (2011),,,,"Västergötland, SE",58.36666667,13.48333333,650,,,,,,,,,,,,,,90,100,40.5,40.5,,,,365,,,0,,,Winter seed rape,,,,,,
631,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Engstrom et al. (2011),,,,"Västergötland, SE",58.36666667,13.48333333,650,,,,,,,,,,,,,,90,0,67.2,67.2,,,,365,,,0,,,Peas,,,,,,
632,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,237.7,237.7,,,,365,,,0,,,barley; wheat,,,,,,
633,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,219.4,219.4,,,,365,,,0,,,barley; wheat,,,,,,
634,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,228.6,228.6,,,,365,,,0,,,barley; wheat,,,,,,
635,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,237.7,237.7,,,,365,,,0,,,Peas,,,,,,
636,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,219.4,219.4,,,,365,,,0,,,Peas,,,,,,
637,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Fraser et al. (2013),,,,"Canterbury, NZ",-43.66666667,172.4666667,680,,,,,,,,,,,,,,60,63,228.6,228.6,,,,365,,,0,,,Peas,,,,,,
638,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Hooker et al. (2008),,,,"Carlow, IRE",52.86666667,-6.933333333,824,,,,,,,,,,,,,,90,151,87.3,87.3,,,,365,,,0,,,Barley,,,,,,
639,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Hooker et al. (2008),,,,"Carlow, IRE",52.86666667,-6.933333333,824,,,,,,,,,,,,,,90,151,81.6,81.6,,,,365,,,0,,,Barley,,,,,,
640,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,12.9,12.9,,,,365,,,0,,,Spring barley,,,,,,
641,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,7.5,7.5,,,,365,,,0,,,Spring barley,,,,,,
642,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,90,27.3,27.3,,,,365,,,0,,,Spring barley,,,,,,
643,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lemola and Turtola (2000),,,,"Southeast Finland, FIN",60.79404,23.472766,650,,,,,,,,,,,,,,90,45,32.9,32.9,,,,365,,,0,,,Spring barley,,,,,,
644,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,4.2,4.2,,,,365,,,0,,,Barley,,,,,,
645,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,4.7,4.7,,,,365,,,0,,,Oat,,,,,,
646,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,2.9,2.9,,,,365,,,0,,,Wheat,,,,,,
647,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Lewan (1994),,,,"Mellby, SE",56.48333333,13,736,,,,,,,,,,,,,,90,90,3.3,3.3,,,,365,,,0,,,Barley,,,,,,
648,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",McLenaghen et al. (1996),,,,"Lincoln, NZ",-43.643221,172.485299,,,,,,,,,,,,,,,25,89,41.7,41.7,,,,365,,,0,,,Bare soil,,,,,,
649,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,0,16,16,,,,365,,,0,,,"Tomato, Sweet, corn, Cucumber, Celery",,,,,,
650,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,348,35.4,35.4,,,,365,,,0,,,"Tomato, Sweet, corn, Cucumber, Celery",,,,,,
651,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,522,49.1,49.1,,,,365,,,0,,,"Tomato, Sweet, corn, Cucumber, Celery",,,,,,
652,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,696,104.6,104.6,,,,365,,,0,,,"Tomato, Sweet, corn, Cucumber, Celery",,,,,,
653,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.","Min et al., (2011)",,,,"Jiangsu, CN",31.23333333,119.8833333,,,,,,,,,,,,,,,50,870,124.6,124.6,,,,365,,,0,,,"Tomato, Sweet, corn, Cucumber, Celery",,,,,,
654,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,101.4,101.4,,,,365,,,0,,,Winter wheat,,,,,,
655,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,101.4,101.4,,,,365,,,0,,,Winter wheat,,,,,,
656,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,85.6,85.6,,,,365,,,0,,,Spring barley,,,,,,
657,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,85.6,85.6,,,,365,,,0,,,Spring barley,,,,,,
658,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,85.6,85.6,,,,365,,,0,,,Spring barley,,,,,,
659,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,63.1,63.1,,,,365,,,0,,,Winter wheat,,,,,,
660,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,170,63.1,63.1,,,,365,,,0,,,Winter wheat,,,,,,
661,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,43.6,43.6,,,,365,,,0,,,Spring barley,,,,,,
662,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,43.6,43.6,,,,365,,,0,,,Spring barley,,,,,,
663,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen & Hansen (2014),,,,"Foulum, DK",56.8,9.966666667,627,,,,,,,,,,,,,,100,90,43.6,43.6,,,,365,,,0,,,Spring barley,,,,,,
664,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen (2005),,,,"South Jutland, DK",55.46666667,9.1,862,,,,,,,,,,,,,,20,110,69.5,69.5,,,,365,,,0,,,Spring barley,,,,,,
665,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen (2005),,,,"South Jutland, DK",55.46666667,9.1,862,,,,,,,,,,,,,,20,110,69.5,69.5,,,,365,,,0,,,Spring barley,,,,,,
666,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen (2005),,,,"South Jutland, DK",55.46666667,9.1,862,,,,,,,,,,,,,,20,165,69.5,69.5,,,,365,,,0,,,Spring barley,,,,,,
667,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Thomsen (2005),,,,"South Jutland, DK",55.46666667,9.1,862,,,,,,,,,,,,,,20,0,46.3,46.3,,,,365,,,0,,,Spring barley,,,,,,
668,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Torstensson &Aronsson (2000),,,,"Mellby, SE",56.48333333,13,803,,,,,,,,,,,,,,90,90,18.1,18.1,,,,365,,,0,,,Spring barley,,,,,,
669,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Torstensson &Aronsson (2000),,,,"Mellby, SE",56.48333333,13,803,,,,,,,,,,,,,,90,97,62.9,62.9,,,,365,,,0,,,Cereals/potatoes,,,,,,
670,"Abdalla, Mohamed, Astley Hastings, Kun Cheng, Qian Yue, Dave Chadwick, Mikk Espenberg, Jaak Truu, Robert M. Rees, and Pete Smith. “A Critical Review of the Impacts of Cover Crops on Nitrogen Leaching, Net Greenhouse Gas Balance and Crop Productivity.” Global Change Biology.  https://doi.org/10.1111/gcb.14644.",Torstensson &Aronsson (2000),,,,"Mellby, SE",56.48333333,13,803,,,,,,,,,,,,,,90,161,72.5,72.5,,,,365,,,0,,,Cereals/potatoes,,,,,,
