obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,trt_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,split_app,org_Nfix_in,irrig_1_0,crop,crop_type,N2O_kg_seas,N2O_kg_seas_zero.rm,SE,approx_num_measurements,num_replicates,duration_d,tropical,N_in_kg,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
1206,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Flessa_et_al._(1995),,,,"Scheyern, S. Germany",48.5,11.35,,,,,,,,,,CAN + UAN,,,,,,,,,Wheat,cereal,16.783,16.783,,,,365,0,190,,,,
1207,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Skiba_et_al._(1994),,,,SE Scotland,55.72591,-2.580631,,,,,,,,,,None,,,,,,,,,Lawn grass,pasture,0.004,0.004,,,,1,0,0,,,,
1208,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Soybean,legume,0.8,0.8,,,,124,0,0,,,,
1209,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Soybean,legume,0.91,0.91,,,,124,0,0,,,,
1210,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Soybean,legume,1.47,1.47,,,,124,0,50,,,,
1211,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,Composted pig manure,,,,,,,,,Soybean,legume,1.63,1.63,,,,124,0,559,,,,
1212,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Soybean,legume,2.61,2.61,,,,124,0,100,,,,
1213,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Maize,cereal,3.53,3.53,,,,124,0,150,,,,
1214,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Chen_et_al._(2002),,,,Sheyang Exp. Station of Ecology,41.53333333,122.3833333,,,,,,,,,,,,,,,,,,,Maize,cereal,5.57,5.57,,,,124,0,250,,,,
1215,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Ambus_et_al._(2001),,,,"Soro, Denmark",55.445144,11.561443,,,,,,,,,,60 kg N/ha slurry+45 kg AN,,,,,,,,,barley,cereal,0.304,0.304,,,,330,0,105,,,,
1216,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Ambus_et_al._(2001),,,,"Soro, Denmark",55.445144,11.561443,,,,,,,,,,60 kg N/ha slurry+45 kg AN+81 kg N sewage sludge,,,,,,,,,barley,cereal,0.312,0.312,,,,330,0,186,,,,
1217,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,,,,,,,,,,Grass,pasture,0.13,0.13,,,,60,0,0,,,,
1218,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.15,0.15,,,,60,0,52,,,,
1219,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,,,,,,,,,,Grass,pasture,0.15,0.15,,,,60,0,0,,,,
1220,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,AS,,,,,,,,,Grass (min),pasture,0.15,0.15,,,,60,0,52,,,,
1221,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.35,0.35,,,,60,0,52,,,,
1222,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_and_Brams_(1992),,,,"Southern Texas, USA",27.026354,-98.530665,,,,,,,,,,AS,,,,,,,,,Grass (int),pasture,0.35,0.35,,,,60,0,52,,,,
1223,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Clayton_et_al._(1994),,,,"Stirling, Scotland",56.116168,-3.936641,,,,,,,,,,AN,,,,,,,,,Grass,pasture,3.1,3.1,,,,21,0,185,,,,
1224,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Clayton_et_al._(1994),,,,"Stirling, Scotland",56.116168,-3.936641,,,,,,,,,,AN,,,,,,,,,Grass,pasture,9.4,9.4,,,,21,0,185,,,,
1225,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Misselbrook_et_al._(1998),,,,SW England,50.816872,-3.960549,,,,,,,,,,Pig slurry,,,,,,,,,Grass,pasture,0.684,0.684,,,,60,0,223,,,,
1226,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Misselbrook_et_al._(1998),,,,SW England,50.816872,-3.960549,,,,,,,,,,Pig slurry,,,,,,,,,Grass,pasture,0.945,0.945,,,,60,0,278,,,,
1227,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Shepherd_et_al._(1991),,,,"SW Ontario, Cada",49.40617,-90.318265,,,,,,,,,,None,,,,,,,,,Beans-bare,legume,0.44,0.44,,,,160,0,0,,,,
1228,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Shepherd_et_al._(1991),,,,"SW Ontario, Cada",49.40617,-90.318265,,,,,,,,,,AN,,,,,,,,,Beans-bare,legume,1.27,1.27,,,,160,0,13,,,,
1229,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Shepherd_et_al._(1991),,,,"SW Ontario, Cada",49.40617,-90.318265,,,,,,,,,,AN,,,,,,,,,Beans-bare,legume,1.59,1.59,,,,160,0,26,,,,
1230,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Shepherd_et_al._(1991),,,,"SW Ontario, Cada",49.40617,-90.318265,,,,,,,,,,AN,,,,,,,,,Beans-bare,legume,2.55,2.55,,,,160,0,39,,,,
1231,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.02,0.02,,,,63,0,0,,,,
1232,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.05,0.05,,,,105,0,0,,,,
1233,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.07,0.07,,,,63,0,0,,,,
1234,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.08,0.08,,,,105,0,0,,,,
1235,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.09,0.09,,,,63,0,82,,,,
1236,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.1,0.1,,,,63,0,82,,,,
1237,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.1,0.1,,,,105,0,0,,,,
1238,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.13,0.13,,,,105,0,0,,,,
1239,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.13,0.13,,,,63,0,112,,,,
1240,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.15,0.15,,,,63,0,112,,,,
1241,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.15,0.15,,,,63,0,0,,,,
1242,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.2,0.2,,,,63,0,0,,,,
1243,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.22,0.22,,,,63,0,0,,,,
1244,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.23,0.23,,,,63,0,112,,,,
1245,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.24,0.24,,,,63,0,112,,,,
1246,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.3,0.3,,,,63,0,0,,,,
1247,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.35,0.35,,,,63,0,52,,,,
1248,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.35,0.35,,,,63,0,52,,,,
1249,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.48,0.48,,,,63,0,117,,,,
1250,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.56,0.56,,,,63,0,117,,,,
1251,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,0.6,0.6,,,,365,0,112,,,,
1252,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,0.89,0.89,,,,365,0,112,,,,
1253,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Hutchinson_et_al._(1993),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,,,,,,,,,,Grass,pasture,1.2,1.2,,,,365,0,363,,,,
1254,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Brams_et_al._(1990),,,,"Texas, USA",31.484214,-99.127747,,,,,,,,,,AS,,,,,,,,,Grass,pasture,1.37,1.37,,,,365,0,363,,,,
1255,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,,,,,,,,,,crop_nk,cereal,1.1,1.1,,,,365,0,0,,,,
1256,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,,,,,,,,,,crop_nk,cereal,1.1,1.1,,,,365,0,0,,,,
1257,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,UAN,,,,,,,,,crop_nk,cereal,1.1,1.1,,,,365,0,105,,,,
1258,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,UAN,,,,,,,,,crop_nk,cereal,1.2,1.2,,,,365,0,45,,,,
1259,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,UAN,,,,,,,,,crop_nk,cereal,1.4,1.4,,,,365,0,45,,,,
1260,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,UAN,,,,,,,,,crop_nk,cereal,1.4,1.4,,,,365,0,90,,,,
1261,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,UAN,,,,,,,,,crop_nk,cereal,1.4,1.4,,,,365,0,210,,,,
1262,"Stehfest, Elke, and Lex Bouwman. “N2O and NO Emission from Agricultural Fields and Soils under Natural Vegetation: Summarizing Available Measurement Data and Modeling of Global Annual Emissions.” Nutrient Cycling in Agroecosystems 74, no. 3 (March 2006): 207–28. https://doi.org/10.1007/s10705-006-9000-7.
",Kaiser_et_al._(1998),,,,"Timmerlah, Braunsweig, Germany",52.240514,10.449195,,,,,,,,,,,,,,,,,,,crop_nk,cereal,1.5,1.5,,,,365,0,0,,,,
