obs,source,auth,title,yr_pub,region,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,trt_name,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,N_in_kg,org_Nfix_in,irrig_1_0,tropical,split_app,crop,crop_type,NO_kg_seas,NO_kg_seas_zero_rm,SE,approx_num_measurements,num_replicates,duration_d,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
272,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2009",,,,"Jiangsu, China ",32.58333333,119.7,,,,,,,,,,Compound fertilizer+urea ,,,,225,,,0,,Wheat,cereal,0.87,0.87,,,,150,,,,
273,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2009",,,,"Jiangsu, China ",32.58333333,119.7,,,,,,,,,,Compound fertilizer+urea,,,,225,,,0,,Wheat,cereal,0.88,0.88,,,,150,,,,
274,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.09,0.09,,,,208,,,,
275,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,Compound fertilizer ,,,,191,,,0,,Wheat,cereal,0.47,0.47,,,,208,,,,
276,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,Compound fertilizer ,,,,191,,,0,,Wheat,cereal,0.27,0.27,,,,208,,,,
277,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.01,0.01,,,,208,,,,
278,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,Compound fertilizer ,,,,191,,,0,,Wheat,cereal,0.04,0.04,,,,208,,,,
279,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Suzhou, Jiangsu, China ",31.3,120.5666667,,,,,,,,,,Compound fertilizer ,,,,191,,,0,,Wheat,cereal,0.03,0.03,,,,208,,,,
280,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Wuxi, Jiangsu, China ",31.56666667,120.3,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.01,0.01,,,,204,,,,
281,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Wuxi, Jiangsu, China ",31.56666667,120.3,,,,,,,,,,Compound fertilizer ,,,,180,,,0,,Wheat,cereal,0.03,0.03,,,,204,,,,
282,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Wuxi, Jiangsu, China ",31.56666667,120.3,,,,,,,,,,Compound fertilizer ,,,,180,,,0,,Wheat,cereal,0.04,0.04,,,,204,,,,
283,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Wuxi, Jiangsu, China ",31.56666667,120.3,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.02,0.02,,,,204,,,,
284,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Jiangdu, Jiangsu, China ",32.71666667,119.9166667,,,,,,,,,,Compound fertilizer ,,,,225,,,0,,Wheat,cereal,0.03,0.03,,,,210,,,,
285,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Jiangdu, Jiangsu, China ",32.71666667,119.9166667,,,,,,,,,,Compound fertilizer ,,,,225,,,0,,Wheat,cereal,0.05,0.05,,,,210,,,,
286,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Jiangdu, Jiangsu, China ",32.71666667,119.9166667,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.01,0.01,,,,210,,,,
287,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Jiangdu, Jiangsu, China ",32.71666667,119.9166667,,,,,,,,,,Compound fertilizer ,,,,225,,,0,,Wheat,cereal,0.03,0.03,,,,210,,,,
288,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Yao et al., 2010",,,,"Jiangdu, Jiangsu, China ",32.71666667,119.9166667,,,,,,,,,,Compound fertilizer ,,,,225,,,0,,Wheat,cereal,0.05,0.05,,,,210,,,,
289,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhang et al., 2011",,,,"Wangdu county, Hebei, China ",39.18333333,115.25,,,,,,,,,,,,,,0,,,0,,Maize,cereal,0.1,0.1,,,,103,,,,
290,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhang et al., 2011",,,,"Wangdu county, Hebei, China ",39.18333333,115.25,,,,,,,,,,Compound fertilizer+urea,,,,168,,,0,,Maize,cereal,3.25,3.25,,,,103,,,,
291,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhang et al., 2011",,,,"Wangdu county, Hebei, China ",39.18333333,115.25,,,,,,,,,,Compound fertilizer+urea,,,,168,,,0,,Maize,cereal,1.49,1.49,,,,103,,,,
292,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.67,0.67,,,,180,,,,
293,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,112.5,,,0,,Wheat,cereal,4.06,4.06,,,,180,,,,
294,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,150,,,0,,Wheat,cereal,4.91,4.91,,,,180,,,,
295,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,188,,,0,,Wheat,cereal,6.25,6.25,,,,180,,,,
296,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.58,0.58,,,,180,,,,
297,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,67.5,,,0,,Wheat,cereal,1.31,1.31,,,,180,,,,
298,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,90,,,0,,Wheat,cereal,1.81,1.81,,,,180,,,,
299,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015a",,,,"Jiangsu, China ",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,112.5,,,0,,Wheat,cereal,2.23,2.23,,,,180,,,,
300,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,,,,,0,,,0,,Rice,rice,0.01,0.01,,,,150,,,,
301,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,225,,,0,,Rice,rice,0.04,0.04,,,,150,,,,
302,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,300,,,0,,Rice,rice,0.05,0.05,,,,150,,,,
303,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer+manure,,,,510,,,0,,Rice,rice,0.08,0.08,,,,150,,,,
304,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,,,,,0,,,0,,Rice,rice,0.02,0.02,,,,150,,,,
305,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,225,,,0,,Rice,rice,0.04,0.04,,,,150,,,,
306,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer,,,,300,,,0,,Rice,rice,0.06,0.06,,,,150,,,,
307,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhao et al., 2015b",,,,"Changshu, Jiangsu, China",31.53333333,120.6833333,,,,,,,,,,Compound fertilizer+manure,,,,510,,,0,,Rice,rice,0.1,0.1,,,,150,,,,
308,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zheng et al., 2003 ",,,,"Suzhou, Jiangsu, China",31.26666667,120.6333333,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.87,0.87,,,,240,,,,
309,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zheng et al., 2003 ",,,,"Suzhou, Jiangsu, China",31.26666667,120.6333333,,,,,,,,,,Compound fertilizer+urea,,,,191,,,0,,Wheat,cereal,4.21,4.21,,,,240,,,,
310,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zheng et al., 2003 ",,,,"Suzhou, Jiangsu, China",31.26666667,120.6333333,,,,,,,,,,Compound fertilizer+urea,,,,191,,,0,,Wheat,cereal,5.64,5.64,,,,240,,,,
311,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zheng et al., 2003 ",,,,"Suzhou, Jiangsu, China",31.26666667,120.6333333,,,,,,,,,,Compound fertilizer+urea,,,,191,,,0,,Wheat,cereal,4.43,4.43,,,,240,,,,
312,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,,,,,0,,,0,,Rice,rice,0.07,0.07,,,,145,,,,
313,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,Compound fertilizer+urea,,,,250,,,0,,Rice,rice,0.12,0.12,,,,145,,,,
314,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,Compound fertilizer+urea,,,,250,,,0,,Rice,rice,0.13,0.13,,,,145,,,,
315,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,,,,,0,,,0,,Wheat,cereal,0.15,0.15,,,,206,,,,
316,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,Compound fertilizer+urea,,,,250,,,0,,Wheat,cereal,0.33,0.33,,,,206,,,,
317,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,,,,,0,,,0,,Bare,fallow,0.21,0.21,,,,206,,,,
318,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,Compound fertilizer+urea,,,,250,,,0,,Wheat,cereal,0.44,0.44,,,,206,,,,
319,"Liu et al., “A Meta-Analysis of Fertilizer-Induced Soil NO and Combined NO+N2O Emissions.” Global Change Biology 23, no. 6 (June 2017): 2520-2532. ","Zhou et al., 2010",,,,"Wuxi, Jiangsu, China ",31.6,120.4833333,,,,,,,,,,Compound fertilizer+urea,,,,250,,,0,,Bare,fallow,0.39,0.39,,,,206,,,,
